Security;summary;description
0;FOR UPDATE required for updatable result set to work   ;To get an updatable result set  the JDBC . spec  section .. Modifying ResultSet Objects states  ResultSet objects with concurrency CONCUR_UPDATABLE can be updated using ResultSet objects.In addition  Derby requires the SQL SELECT statement to have a FORUPDATE clause for updates to be allowed. This may be a usability issue  asmany examples  e.g. in JDBC API tutorial and reference and referencebook and the JDBC . Specification ...) do not include a FORUPDATE clause in the SQL SELECT.Mamta Satoor saysDerby implements the JDBC updatable resultset by using the existing updatable cursor implementation. And in order to do that  it requires that the SELECT statement should include the FOR UPDATE clause. One can change the Derby implementation so that it does not require FOR UPDATE clause to piggyback on updatable cursor implementation.Dan DeBrunner saysTechnically I wonder if this is covered by the JDBC standard  I see nothing in the JDBC . that states any requirements for the SQL statement for an updateable result set. I know the JDBC tutorial book has some guidelines as to what will typically work  but isnt it up to the database engine to define what works here? Having said that I think that not requiring the FOR UPDATE would be a useful improvement.   
0;Fix copyright notices and other IBMCloudscape references in javademo*   ;Assigning this issue to Documentation component  as there is not a Demos component.   
1;Testharness testEncryptionAlgorithm property is not being picked up correctly for some encryption suites   ;It looks like the encryption.properties  testEncryptionAlgorithmDESedeCBCNoPadding is not being picked up for the encryption run of stress.multi test. But the test uses a database with the default encryption algorithm  DESCBCNoPadding   
0;Need a online backup feature  that does not block update operations   when online backup is in progress.   ;Currently Derby allows users to perfoms online backups using SYSCS_UTIL.SYSCS_BACKUP_DATABASE) procedure  but while the backup is in progress  update operations are temporarily blocked  but read operations can still proceed.Blocking update operations can be real issue specifically in client server environments  because user requests will be blocked for a long time if a backup is in the progress on the server.   
0;connection toString should uniquely identify the connection   ;The toString) on the Derby connection doesnt print unique information.for example System.out.printlnconn) printsEmbedConnection in the case of derby embeddedIt would be great if the toString) method for connections could be used to differentiate one connection from another.   
0;Network Server demo program should support Derby network client driver   ;Currently  the Network Server demo programs require the IBM Universal JDBC Driver JCC) for client functionality. The demo should be enhanced to also support using the Derby client driver.   
0;Builds fail during splitmessages step if path contains spaces   ;If the path to the Derby source files contains a space  for example optMy Local Drivederbysource  then the build will fail at the splitmessages step with the following error  java  Exception in thread main java.lang.StringIndexOutOfBoundsException String index out of range   java  at java.lang.String.substringString.java)  java  at org.apache.derbyBuild.splitmessages.mainsplitmessages.java)splitmessages should be improved to handle spaces in the path to the message files.   
0;test toolsdblook_test.java fails if run in a directory having *derby* in its path   ;SYMPTOM The test toolsdblook_test will fail. The diff looks similar to this     Start dblook_test jdk.._ derbyallderbytools   ***dlt  java.io.FileNotFoundException lt filePathgt Test Failed. End dblook_test jdk.._ derbyallderbytools   ***    cf mail threadhttpmailarchives.apache.orgmod_mboxdbderbydev.mboxc.GB@ac.fr.y.neteANALYSIS The problem lies with the sedfunctionality in the test harness  which delete certain lines beforecomparing with the master file.Sed.java in the harness removes lines containing derby in the path viz deleteLines.addElement^.derby.lt .gt .).*)   deleteLines.addElement^.derby..).)  so if your tests are running in a directory containing this pattern  aline too much is deleted from dblook_test.tmp  thereby giving acomparison failure like you describe.I dont know the reason for this deletion yet  so I cant say how tofix it  but the workaround is obvious Run test in a directory whosename does not contain this pattern   
0;Provide some way to update index cardinality statistics e.g. reimplement update statistics)   ;Performance problems are being reported that can be resolved by updating the cardinality statistics used by the optimizer. Currently the only time the statistics are guaranteed to be an uptodate is when the index is first created on a fully populated table. This is most easily accomplished on an existing table by using the command  alter table lt tablenamegt  compress  sequential  Compress table is an IO intensive task. A better way to achieve this would be to reenable parser support for the update statistics command or reimplement the update in some other fashion.   
0;testingREADME.htm property descriptions testSpecialProps wrongly named  useprocess omitted   ;In section . in ..testingREADME.htm  the property  TestSpecialFlags is described for specifying additional properties to RunTest. I could notfind any evidence of this in RunTest or elsewhere. However  the property testSpecialPropsis supported by RunTest.java. I found this to work. This propertyalso has a syntax for specifying more than one property using a ^delimiter between properties  i.e. testSpecialPropslt propgt lt valuegt ^ ... ^lt propngt lt valuengt Also I noticed the property useprocess defaulttrue) for controllingwhether RunTest runs the test in a separate vm or a thread in currentvm isnt documented in README.htm. I suggest it be included  sinceits potentially useful for debugging tests. I could include it in thepatch for derby I dont think anybody committed it yet) or file anew JIRA issue.Looking at RunTest reveals that unit tests are not yet) runnable withuseprocessfalse  though.   
0;SYS.SYSCOLUMN problem with GENERATED BY DEFAULT column w Network Server   ;When connected to the Derby Network Server  if one has a table with a column defined as GENERATED BY DEFAULT and then one tries to select the COLUMNDEFAULT field from SYS.SYSCOLUMNS  the result is an NPE in the server code that leads to connection deallocation.I dont know if this is a problem with the GENERATED BY DEFAULT feature or if its a problem with Network Servermore investigation is required.To reproduce  use ij to connect to a database using Network Server  and thenijgt  create table t i int generated by default as identity)  rows insertedupdateddeletedijgt  select columndefault from sys.syscolumns COLUMNDEFAULTnulljava.lang.NullPointerException at org.apache.derby.impl.drda.DRDAConnThread.writeFdocaValDRDAConnThread.java) at org.apache.derby.impl.drda.DRDAConnThread.writeFDODTADRDAConnThread.java) at org.apache.derby.impl.drda.DRDAConnThread.writeQRYDTADRDAConnThread.java) at org.apache.derby.impl.drda.DRDAConnThread.processCommandsDRDAConnThread.java) at org.apache.derby.impl.drda.DRDAConnThread.runDRDAConnThread.java)agentThread DRDAConnThread_  main ERROR  Execution failed due to a distribution protocol error that caused deallocation of the conversation. A DRDA Data Stream Syntax Error was detected. Reason x   
0;Remove resultSetHoldability property from ClientDataSource   ;ClientDataSource through ClientBaseDataSource) implements a Java Bean property resultSetHoldability which is not documented in the functional spec at.httpincubator.apache.orgderbypapersDerbyClientSpec.htmlJDBC provides standard ways to set the holdability of ResultSets  so a nonstandard separate mechanism is not required. The property and associated code needs to be removed.   
1;AES encryption test fails on Solaris    ;The storeaes.sql test on Solaris  produces the following diff report     Start aes jdk.._   *** dellt  ERROR XJ Java exception Wrong keysize must be equal to    or  java.security.InvalidParameterException.agt  ERROR XJ Java exception AES key length must be     or  bits java.security.InvalidParameterException.Test Failed. End aes jdk.._   ***    The cause of this problem is that on most OSs  the java.security.InvalidParameterException thrown by the JVM when an invalid encryption key length is requested contains a message with the following text Wrong keysize must be equal to    or while on Solaris  the message contained in the exception has been changed to AES key length must be     or  bitsThe reason for this is most likely that a different encryption library is included in Solaris  comparedto the other OSs  either as part of the JVM or as a native library.The problem occurs on Solaris  running on both x and Sparc processors. It occurs both with jdk . and jdk ..   
0;Many files do not have correct svnproperties   ;There are two problems with svn properties in Derby) A number of nonbinary files do not have the svneolstylenative property set. Some of these currently has CRLF Windowsstyle) line terminators  Exampledt@atum~localDERBYd_rby file .pluginseclipseorg.apache.derby.uisrcorgapachederbyuipopupactionsRemoveDerbyNature.java.pluginseclipseorg.apache.derby.uisrcorgapachederbyuipopupactionsRemoveDerbyNature.java ASCII C program text  with CRLF line terminatorsdt@atum~localDERBYd_rby svn proplist v .pluginseclipseorg.apache.derby.uisrcorgapachederbyuipopupactionsRemoveDerbyNature.javawhereas others have LFUnixstyle). Exampledt@atum~localDERBYd_rby file .pluginseclipseorg.apache.derby.uisrcorgapachederbyuiactionsSysInfoAction.java.pluginseclipseorg.apache.derby.uisrcorgapachederbyuiactionsSysInfoAction.java ASCII C program textdt@atum~localDERBYd_rby svn proplist v .pluginseclipseorg.apache.derby.uisrcorgapachederbyuiactionsSysInfoAction.javaSome of the files that dont have this property do instead have a property called snveolstyle. Im guessing this is a typo.Exampledt@atum~localDERBYd_rby svn proplist v javatestingorgapachederbyTestingunitTestscryptoT_CipherOFB.javaProperties on javatestingorgapachederbyTestingunitTestscryptoT_CipherOFB.java snveolstyle  native) A seemingly arbitrary collection of files have the svnexecutable property set. To my knowledge  the only files in the Derby respository that should have this property are the *.ksh and perhaps the *.bat scripts  I dont know if Windows cares about this property when the file has the .bat suffix). Currently none of the *.ksh scripts have this property  but a number of java source files not all) have it. If there is some reason to have this property on other files  it should at least be done consistently throughout the repository).Exampledt@atum~localDERBYd_rby svn proplist v javadrdaorgapachederbydrdaNetworkServerControl.javaProperties on javadrdaorgapachederbydrdaNetworkServerControl.java svnexecutable  svneolstyle  nativedt@atum~localDERBYd_rby svn proplist v javatestingorgapachederbyTestingunitTestscryptoT_CipherOFB.javaProperties on javatestingorgapachederbyTestingunitTestscryptoT_CipherOFB.java snveolstyle  nativeIf I understand correctly it is not possible to create a patchfile that contains property changes  so I guess a committer will have to do this. Im willing to create a script file containing all the svn commands that must be run  as a pseudo patch.   
0;Network client XA should only keep XA state for transaction branch association  to track whether to send commit in autocommit mode.  All other state and state related decisions should be deferred to the server.   ;Network client XA should only keep XA state for transaction branch association  to track whether to send commit in autocommit mode. All other state and state related decisions should be defered to the server.The client tries to track XA state to make decisions based on current XA state. Most of this state handling was removed with DERBY  but it still was not being handled properly. This is evidenced by multiple failures in xaSimplePostive that now that it gets past DERBY.This fix will have the client track only branch association as outlined in the XA specification. Table   State Table for Transaction Branch Association. The client will track onlyXA_TO_NOT_ASSOCIATEDXA_T_ASSOCIATEDAssociation Suspended T) will map to XA_TO_NOT_ASSOCIATED for the clients pupurposes.The client commit in autocommit mode only for XA_TO_NOT_ASSOCIATED.   
